"Name","Latitude","Longitude","Year","SL_mm","Inv_Bar_Contribution","Inv_Bar_Effects"
"BRIDGEPORT",41.173333,-73.181667,1900,6942.62229563143,11.2878161780533,-235.465777212108
"BRIDGEPORT",41.173333,-73.181667,1900.08333333333,6964.28166187298,18.9144736936782,-181.993412761424
"BRIDGEPORT",41.173333,-73.181667,1900.16666666667,6966.03926260163,0.233118448886618,-119.825298517312
"BRIDGEPORT",41.173333,-73.181667,1900.25,6975.97791682372,0.277586527012073,-24.1922647889984
"BRIDGEPORT",41.173333,-73.181667,1900.33333333333,7018.4931926078,-6.13173198340519,58.3563686756897
"BRIDGEPORT",41.173333,-73.181667,1900.41666666667,7029.96684801347,-7.00577863444631,58.1378847528231
"BRIDGEPORT",41.173333,-73.181667,1900.5,6984.62446126782,-0.563671446946848,55.7339203933593
"BRIDGEPORT",41.173333,-73.181667,1900.58333333333,6998.18262936361,-11.7325293844465,68.0260502344336
"BRIDGEPORT",41.173333,-73.181667,1900.66666666667,6980.83166006268,-10.7215034365294,87.8214218811768
"BRIDGEPORT",41.173333,-73.181667,1900.75,7000.56010366073,-34.6669007386126,14.1108089170231
"BRIDGEPORT",41.173333,-73.181667,1900.83333333333,6962.78286982481,7.90218449576181,-59.3322764386239
"BRIDGEPORT",41.173333,-73.181667,1900.91666666667,7000.04642215061,2.06997088117851,43.0852572544821
"BRIDGEPORT",41.173333,-73.181667,1901,7035.82920017468,29.6014624280533,-35.800947807698
"BRIDGEPORT",41.173333,-73.181667,1901.08333333333,6833.95726571316,59.432366818679,-95.2538380602321
"BRIDGEPORT",41.173333,-73.181667,1901.16666666667,6982.47053325713,15.6812743863869,73.2480481782548
"BRIDGEPORT",41.173333,-73.181667,1901.25,7092.01955294376,7.29636683951189,155.817672473095
"BRIDGEPORT",41.173333,-73.181667,1901.33333333333,7092.10835133373,26.8466652040949,18.6013177940605
"BRIDGEPORT",41.173333,-73.181667,1901.41666666667,7055.60318562709,-5.10710957194686,19.1234141173587
"BRIDGEPORT",41.173333,-73.181667,1901.5,7045.87232068411,9.34857792805379,46.2088705107851
"BRIDGEPORT",41.173333,-73.181667,1901.58333333333,7068.87340801627,-4.41375469694666,24.0257860136462
"BRIDGEPORT",41.173333,-73.181667,1901.66666666667,7071.36754503569,2.59482718847037,-3.95028638806583
"BRIDGEPORT",41.173333,-73.181667,1901.75,6971.50042954912,-23.8694348011132,-15.0236751113961
"BRIDGEPORT",41.173333,-73.181667,1901.83333333333,7017.60100347522,24.0606898082621,33.4760827961757
"BRIDGEPORT",41.173333,-73.181667,1901.91666666667,7073.59163407063,-10.4699494313219,-20.392431677502
"BRIDGEPORT",41.173333,-73.181667,1902,7029.76414592119,-4.66084850944605,2.38911090718667
"BRIDGEPORT",41.173333,-73.181667,1902.08333333333,7047.99340695984,60.0688833811781,56.0967455929464
